addresses,hw_vendor,id,last_seen,names,os,os_version,sources
198.51.25.32,Microsoft,39df4538-f3e2-4ba2-9a94-bebc6ef9f0d7,1763100777,"RZDMZ-SERVER-2532, RZDMZ-SERVER-2532.RUNZERO.LOCAL",Microsoft Windows Server 2016,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
198.51.27.32,Dell,39eb4707-99e1-4ea5-8dca-4e749e6d7b78,1763100780,RZDMZ-SERVER-2732,Ubuntu Linux,20.04,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.27.34,Intel,3c097e93-d918-475d-bbae-4717a0fac7f1,1763100780,RZDMZ-SERVER-2734,Ubuntu Linux,22.04,runZero
198.51.28.22,Microsoft,3cbc0f6b-c877-4d6b-9298-ed121f501262,1763100781,"RZDMZ-SERVER-2822, RZDMZ-SERVER-2822.RUNZERO.LOCAL",Microsoft Windows Server 2016,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
198.51.28.27,HP,39efb442-44fa-4a5a-b917-c8d5fac211e2,1763100781,RZDMZ-SERVER-2827,Ubuntu Linux,22.04,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.29.16,Microsoft,3da2d2ae-1b5e-4edc-98d5-63f4d181a386,1763100782,"RZDMZ-SERVER-2916, RZDMZ-SERVER-2916.RUNZERO.LOCAL",Microsoft Windows Server 2016,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
198.51.29.22,HP,3fb86800-1bfd-4f30-aeef-2618c72556fc,1763100782,"RZDMZ-SERVER-2922, RZDMZ-SERVER-2922.LOCALDOMAIN",Ubuntu Linux,,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.29.35,Dell,3ff278a8-f05a-40f7-a4c5-46d7fb7256f2,1763100782,RZDMZ-SERVER-2935,,,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.29.44,Microsoft,3877154b-e0b6-480a-884c-2bec9b569f31,1763100782,"RZDMZ-SERVER-2944, RZDMZ-SERVER-2944.CORP.RUNZERO.COM",Microsoft Windows Server 2019,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
198.51.29.45,Microsoft,3aec36fa-b2e7-42d0-85fe-aee86c82258c,1763100783,"RZDMZ-SERVER-2945, RZDMZ-SERVER-2945.RUNZERO.LOCAL",Microsoft Windows Server 2016,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
,SUSE,45dde3be-26a6-493e-acb6-2730896f8c6e,1763090750,RZDC-SERVER-1211,,,AzureAD
,HP,4137110b-15b0-45e8-86dd-deefa0732c60,1763090750,RZDC-SERVER-1647,,,AzureAD
,Dell,43bc9263-b09d-4f23-b140-a18e39935adf,1763090750,RZHQ-SERVER-712,,,AzureAD
10.0.0.46,Microsoft,47a6adf9-e659-4dbd-8a79-ffe8b3852248,1763100778,"RZHQ-SERVER-046, RZHQ-SERVER-046.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,"AzureAD, Nessus, runZero"
10.0.3.30,VMware,41e82d63-4ab9-4938-8066-719ef2a9e7bb,1763100782,"RZHQ-SERVER-330.LOCALDOMAIN, RZHQ-SERVER-330",Ubuntu Linux,,runZero
10.0.4.20,HP,43a9d7d0-b4e8-4d64-9ddb-61fa92733eac,1763100783,RZHQ-SERVER-420,Ubuntu Linux,20.04,"AzureAD, CrowdStrike, Nessus, runZero"
10.0.5.10,Microsoft,40368776-c6f5-4a28-81ac-4704aa3f6eec,1763100784,"RZHQ-SERVER-510, RZHQ-SERVER-510.RUNZERO.LOCAL",Microsoft Windows Server 2016,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
10.0.6.10,Proxmox,4271d782-7326-468d-bc37-462971cddbf6,1763100786,RZHQ-SERVER-610.LOCALDOMAIN,Debian Linux,12,"Nessus, runZero"
10.0.6.34,,450a91d3-f33b-41a0-9010-bca19a0b0691,1763100786,RZHQ-SERVER-634,Ubuntu Linux,16.04,runZero
10.0.7.48,VMware,44962d7f-98b6-41f3-8c88-0b39e6748d8b,1763100787,"RZHQ-SERVER-748.LOCALDOMAIN, RZHQ-SERVER-748",Ubuntu Linux,,runZero
10.0.10.18,,42f168b2-79cd-4c38-af98-bc6d78a3df5b,1763100778,"RZBACNET-SERVER-1018, RZBACNET-SERVER-1018.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,runZero
10.0.10.34,VMware,46e67ca8-4f41-4245-b0b9-4a12df64c003,1763100778,"RZBACNET-SERVER-1034.LOCALDOMAIN, RZBACNET-SERVER-1034",Ubuntu Linux,,"AzureAD, Nessus, runZero"
10.0.13.38,Microsoft,4472d9e8-62ff-415b-8143-0c87134873ea,1763100781,RZDC-SERVER-1338,Microsoft Windows Server,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
10.0.14.24,,413a2622-a939-4956-a89d-a316f74f060d,1763100782,RZDC-SERVER-1424,Ubuntu Linux,16.04,runZero
10.0.15.4,Proxmox,4179fa5d-0751-42fc-96ab-16719eafd2b4,1763100783,,Debian Linux,12,"Nessus, runZero"
10.0.18.16,Proxmox,413fd05a-966e-4275-becd-fd685aa91715,1763100787,RZDC-SERVER-1816.LOCALDOMAIN,Debian Linux,12,"Nessus, runZero"
"23.20.0.7, 172.31.0.7, fde9:727a:a753:5454:f344:628d:a982:8b3",AWS,423534c6-e1b9-45c7-8c36-1665a1f9092c,1763100842,"RZCLOUD-SERVER-07, RZCLOUD-SERVER-07.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-07.COMPUTE.INTERNAL, RZCLOUD-SERVER-07.US-EAST-2.COMPUTE.AMAZONAWS.COM",Ubuntu Linux,16.04,"AWS, CrowdStrike, Nessus, Wiz, runZero"
"23.20.1.2, 172.31.1.2, fde9:727a:4541:d5e0:911b:1849:2ed5:1bde",AWS,47b6c10c-aa80-4b51-8482-8ef5afbb189a,1763100778,"RZCLOUD-SERVER-12.LOCALDOMAIN, RZCLOUD-SERVER-12, RZCLOUD-SERVER-12.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-12.COMPUTE.INTERNAL",Ubuntu Linux,,"AWS, runZero"
"23.20.1.6, 172.31.1.6, fde9:727a:4c7b:b0ab:6ee8:fdd5:f254:f4ca",AWS,44a9bdc6-eaad-451b-bf01-4629e1a466ed,1763100842,"RZCLOUD-SERVER-16, RZCLOUD-SERVER-16.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-16.COMPUTE.INTERNAL, RZCLOUD-SERVER-16.US-EAST-2.COMPUTE.AMAZONAWS.COM",Ubuntu Linux,22.04,"AWS, CrowdStrike, Nessus, Wiz, runZero"
"23.20.3.2, 172.31.3.2, fde9:727a:2512:96c0:1155:7ff7:5bc8:f856",AWS,459a7a29-1edd-471b-b1b7-57bfd9847608,1763100843,"RZCLOUD-SERVER-32, RZCLOUD-SERVER-32.LOCALDOMAIN, RZCLOUD-SERVER-32.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-32.COMPUTE.INTERNAL, RZCLOUD-SERVER-32.US-EAST-2.COMPUTE.AMAZONAWS.COM",Ubuntu Linux,,"AWS, CrowdStrike, Nessus, Wiz, runZero"
"23.20.4.4, 172.31.4.4, fde9:727a:f229:a4ae:3862:6d7b:8ad2:1cfc",AWS,428f0b0d-dab0-4a0e-909b-ae20f6fd9bec,1763100842,"RZCLOUD-SERVER-44, RZCLOUD-SERVER-44.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-44.COMPUTE.INTERNAL, RZCLOUD-SERVER-44.US-EAST-2.COMPUTE.AMAZONAWS.COM",,,"AWS, CrowdStrike, Nessus, Wiz, runZero"
"23.20.4.23, 172.31.4.23, fde9:727a:97c3:23fc:9e7b:1e2c:e3c5:112f",AWS,42789919-0723-4543-8301-0b881ffcf84c,1763100842,"RZCLOUD-SERVER-423, RZCLOUD-SERVER-423.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-423.COMPUTE.INTERNAL, RZCLOUD-SERVER-423.US-EAST-2.COMPUTE.AMAZONAWS.COM",Ubuntu Linux,20.04,"AWS, CrowdStrike, Nessus, Wiz, runZero"
198.51.26.18,Proxmox,40ab5245-491f-43f6-a589-c17591e200af,1763100778,RZDMZ-SERVER-2618,Microsoft Windows Server (23H2),,runZero
198.51.26.20,Microsoft,419bc893-9d32-4826-bc23-a0c1d79f49a4,1763100778,RZDMZ-SERVER-2620,Microsoft Windows Server,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
198.51.26.24,HP,47a25067-a150-4fcb-9e5b-7a740abb6874,1763100778,RZDMZ-SERVER-2624,Ubuntu Linux,16.04,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.26.40,VMware,4199b27a-03d7-4523-8092-662d3ece6888,1763100778,"RZDMZ-SERVER-2640.LOCALDOMAIN, RZDMZ-SERVER-2640",Ubuntu Linux,,runZero
198.51.26.44,,4733507d-ad7d-4fe2-a654-ba00e7009990,1763100779,RZDMZ-SERVER-2644,CentOS Linux,,runZero
198.51.27.2,Intel,419482bb-1e45-447d-bc51-b05c0381aa47,1763100779,RZDMZ-SERVER-272,Ubuntu Linux,22.04,runZero
198.51.28.16,,462b4725-fc97-4742-a02a-5d7a1f136ec1,1763100780,"RZDMZ-SERVER-2816, RZDMZ-SERVER-2816.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,runZero
,Dell,4c38399d-f1a3-4668-83aa-599ff9c81f3a,1763090750,RZDC-SERVER-1941,,,AzureAD
10.0.0.9,SUSE,4e8fb070-6d1b-49f1-bc83-e8e6563f0de6,1763100778,RZHQ-SERVER-09,CentOS Linux,,"AzureAD, CrowdStrike, Nessus, runZero"
10.0.3.29,Proxmox,482ec445-95b9-428e-a536-b044572eb91d,1763100782,,Debian Linux,12,"Nessus, runZero"
10.0.7.40,Microsoft,4a4a3414-555b-458c-b04e-70ef373ca63c,1763100787,RZHQ-SERVER-740,Microsoft Windows Server,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
10.0.8.9,Microsoft,4e63cacc-6212-4156-a7b2-e068ca6e80f4,1763100790,"RZHQ-SERVER-89, RZHQ-SERVER-89.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,"AzureAD, Nessus, runZero"
10.0.9.9,Microsoft,4e6d3c25-79c2-4857-8622-d61b5d4611f2,1763100790,RZHQ-SERVER-99,Microsoft Windows Server,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
10.0.9.30,Microsoft,4f29cb22-6ad2-463a-b1c3-aed0c08ade38,1763100790,RZHQ-SERVER-930,Microsoft Windows Server,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
10.0.10.14,IBM,49cabb9c-2fc0-4c7b-b34c-e043544edb5d,1763100778,RZBACNET-SERVER-1014,CentOS Linux,,"AzureAD, Nessus, runZero"
10.0.12.16,,4d14f11f-69c2-4e0f-b1ff-b019b14e77d8,1763100780,RZDC-SERVER-1216,CentOS Linux,,runZero
10.0.15.19,Microsoft,4b6e094a-4529-4a02-bdd6-13c8a29de2c3,1763100783,"RZDC-SERVER-1519, RZDC-SERVER-1519.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,"AzureAD, Nessus, runZero"
10.0.15.25,VMware,4b25c12d-ac6e-4041-82f7-2122737be2b3,1763100783,"RZDC-SERVER-1525.LOCALDOMAIN, RZDC-SERVER-1525",Ubuntu Linux,,runZero
10.0.15.38,Microsoft,48c5d826-a8b1-4590-bd34-542323b97a4c,1763100783,"RZDC-SERVER-1538, RZDC-SERVER-1538.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,"AzureAD, Nessus, runZero"
10.0.16.30,HP,4a84d003-df62-4b2b-a395-fd92e5ed8fc6,1763100784,RZDC-SERVER-1630,,,"AzureAD, CrowdStrike, Nessus, runZero"
10.0.16.31,,4f322640-7e1a-44c7-af35-353ccd7c7238,1763100784,"RZDC-SERVER-1631, RZDC-SERVER-1631.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,runZero
10.0.17.9,Proxmox,4e0a5937-4f97-45cc-9bd5-bfc1129c3313,1763100785,,,,"Nessus, runZero"
10.0.17.16,IBM,4e4f667b-fd0f-4079-842d-665eb7d2cd41,1763100786,RZDC-SERVER-1716,Ubuntu Linux,22.04,"AzureAD, CrowdStrike, Nessus, runZero"
10.0.17.22,Microsoft,4cad87b7-e8bd-49ae-a343-85faaf8a4567,1763100786,RZDC-SERVER-1722,Microsoft Windows Server,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
10.0.19.45,Microsoft,4f2aa270-3979-4700-ba94-3a1e730ff9d9,1763100790,"RZDC-SERVER-1945, RZDC-SERVER-1945.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,"AzureAD, Nessus, runZero"
10.0.20.15,SUSE,4f308caf-d876-4813-b1d1-5d35082655f7,1763100764,"RZBACNET-SERVER-2015, CQKOL, N50LON.NQG",Debian Linux,9,"AzureAD, Nessus, runZero"
"23.20.0.1, 172.31.0.1, fde9:727a:1d5c:4662:1c99:1a1c:a4a1:90b6",AWS,4e411103-1da1-4d17-a44f-dc8937cd33df,1763100842,"RZCLOUD-SERVER-01, RZCLOUD-SERVER-01.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-01.COMPUTE.INTERNAL, RZCLOUD-SERVER-01.US-EAST-2.COMPUTE.AMAZONAWS.COM",Ubuntu Linux,16.04,"AWS, CrowdStrike, Nessus, Wiz, runZero"
"23.20.2.16, 172.31.2.16, fde9:727a:6e69:fed7:439c:12d1:7012:42a0",AWS,4e2f899c-7842-481a-af85-85d10f8db89d,1763100780,"RZCLOUD-SERVER-216, RZCLOUD-SERVER-216.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-216.COMPUTE.INTERNAL",Linux,,"AWS, runZero"
"23.20.4.14, 172.31.4.14, fde9:727a:c018:a0a:7ce1:f991:4489:7657",AWS,4b41f151-afe6-4c5d-8669-112606c91cca,1763100842,"RZCLOUD-SERVER-414, RZCLOUD-SERVER-414.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-414.COMPUTE.INTERNAL, RZCLOUD-SERVER-414.US-EAST-2.COMPUTE.AMAZONAWS.COM",CentOS Linux,,"AWS, CrowdStrike, Nessus, Wiz, runZero"
"23.20.4.44, 172.31.4.44, fde9:727a:cfba:121:7d3:426e:97a0:65c9",AWS,49b6c8de-ea0c-4509-867e-fb8bbbc409d4,1763100843,"RZCLOUD-SERVER-444, RZCLOUD-SERVER-444.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-444.COMPUTE.INTERNAL, RZCLOUD-SERVER-444.US-EAST-2.COMPUTE.AMAZONAWS.COM",Ubuntu Linux,20.04,"AWS, CrowdStrike, Nessus, Wiz, runZero"
198.51.25.5,HP,4cfa244f-3d7d-4d87-a69d-4681c883cbbb,1763100776,RZDMZ-SERVER-255,Ubuntu Linux,20.04,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.25.33,Microsoft,4864d4f4-74c7-4d95-86cd-3b4c1bdf6954,1763100777,"RZDMZ-SERVER-2533, RZDMZ-SERVER-2533.CORP.RUNZERO.COM",Microsoft Windows Server 2019,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
198.51.26.12,HP,4ccb5f23-f3c4-4027-9344-5881082f8f87,1763100778,RZDMZ-SERVER-2612,CentOS Linux,,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.26.14,Microsoft,4f8abbca-4e79-4fb2-ad64-c49b4966b820,1763100778,"RZDMZ-SERVER-2614, RZDMZ-SERVER-2614.RUNZERO.LOCAL",Microsoft Windows Server 2016,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
198.51.26.19,IBM,4e13d5f9-7f93-4256-b27e-88c5dab36c1f,1763100778,RZDMZ-SERVER-2619,,,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.26.30,SUSE,4ffc7a11-ebee-47ac-85fc-79de8d3c4a12,1763100778,RZDMZ-SERVER-2630,Ubuntu Linux,16.04,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.26.38,IBM,4836088c-1ba4-4df5-bdcd-d1a22dc19976,1763100778,RZDMZ-SERVER-2638,Ubuntu Linux,16.04,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.27.43,Intel,49fcc793-8029-4b63-a4ad-63d9c1b7f556,1763100780,RZDMZ-SERVER-2743,Ubuntu Linux,22.04,runZero
198.51.29.20,Microsoft,4d107c33-b441-418c-a5cc-ec5a4ce25b97,1763100782,"RZDMZ-SERVER-2920, RZDMZ-SERVER-2920.CORP.RUNZERO.COM",Microsoft Windows Server 2019,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
198.51.29.24,Microsoft,4cea64a3-fc63-4938-91fa-33598ff44522,1763100782,RZDMZ-SERVER-2924,Microsoft Windows Server,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
,Dell,526dba55-351d-494f-87e9-d500d6a561d0,1763090750,RZDC-SERVER-1838,,,AzureAD
,Dell,541a964c-4c84-4ad2-ab14-47e76f90f352,1763090750,RZHQ-SERVER-417,,,AzureAD
10.0.0.10,SUSE,50ca4291-5c2d-4139-a40e-375d6312890c,1763100778,RZHQ-SERVER-010,CentOS Linux,,"AzureAD, Nessus, runZero"
10.0.2.45,Microsoft,560b8b38-ec99-4e87-9175-9a9e533086e9,1763100780,"RZHQ-SERVER-245, RZHQ-SERVER-245.RUNZERO.LOCAL",Microsoft Windows Server 2016,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
10.0.3.13,IBM,5544b079-aab6-436a-a902-6163d13cadb4,1763100782,"RZHQ-SERVER-313, RZHQ-SERVER-313.LOCALDOMAIN",Ubuntu Linux,,"AzureAD, CrowdStrike, Nessus, runZero"
10.0.3.34,Proxmox,52daea53-7518-45b7-bae5-94ce6c001cc1,1763100782,RZHQ-SERVER-334.LOCALDOMAIN,Debian Linux,12,"Nessus, runZero"
10.0.3.48,Microsoft,57343669-9c93-4896-8984-119cd5e43e6a,1763100782,"RZHQ-SERVER-348, RZHQ-SERVER-348.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,"AzureAD, Nessus, runZero"
10.0.5.15,VMware,5400581f-2ec2-44ba-a96d-3780fa185dc5,1763100784,"RZHQ-SERVER-515.LOCALDOMAIN, RZHQ-SERVER-515",Ubuntu Linux,,"AzureAD, Nessus, runZero"
10.0.6.27,IBM,52835510-a0a6-404e-923b-57e71ea44a49,1763100786,RZHQ-SERVER-627,Ubuntu Linux,22.04,"AzureAD, CrowdStrike, Nessus, runZero"
10.0.8.25,,50e3b748-b43c-4493-83db-712efa35b0ba,1763100790,RZHQ-SERVER-825,Ubuntu Linux,16.04,runZero
10.0.9.24,Proxmox,54df5faf-d002-4722-8d18-b0ee99cd98ca,1763100790,RZHQ-SERVER-924.LOCALDOMAIN,Debian Linux,12,"Nessus, runZero"
10.0.11.11,Proxmox,569f7cc6-b42f-420a-86c8-b78a08a0a608,1763100778,RZDC-SERVER-1111.LOCALDOMAIN,Debian Linux,12,"Nessus, runZero"
10.0.11.34,VMware,502b04ff-5b87-411e-b460-0a4ed2314158,1763100778,"RZDC-SERVER-1134.LOCALDOMAIN, RZDC-SERVER-1134",Ubuntu Linux,,runZero
10.0.12.3,Microsoft,53494b77-e9cd-4efe-b3ff-8a29ac75d7c6,1763100780,"RZDC-SERVER-123, RZDC-SERVER-123.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,"AzureAD, Nessus, runZero"
10.0.12.32,Dell,5182fad7-055a-4df5-bf86-22be831539bc,1763100780,RZDC-SERVER-1232,Ubuntu Linux,20.04,"AzureAD, CrowdStrike, Nessus, runZero"
10.0.14.13,IBM,53d639ff-962b-483f-b55a-32322e80b247,1763100782,RZDC-SERVER-1413,Ubuntu Linux,16.04,"AzureAD, Nessus, runZero"
10.0.17.26,VMware,53c8c8c3-5cb0-40e1-bfee-f2874c8e4e82,1763100786,"RZDC-SERVER-1726.LOCALDOMAIN, RZDC-SERVER-1726",Ubuntu Linux,,"AzureAD, Nessus, runZero"
10.0.19.23,VMware,578e39bc-d4e9-4606-b836-30787c38e8ef,1763100789,"RZDC-SERVER-1923.LOCALDOMAIN, RZDC-SERVER-1923",Ubuntu Linux,,"AzureAD, Nessus, runZero"
"23.20.0.35, 172.31.0.35, fde9:727a:c4b7:2bf1:20d0:bd9b:38ff:7e9d",AWS,533fcbef-6659-4f0e-9148-6dac25265830,1763100842,"RZCLOUD-SERVER-035, RZCLOUD-SERVER-035.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-035.COMPUTE.INTERNAL, RZCLOUD-SERVER-035.US-EAST-2.COMPUTE.AMAZONAWS.COM",,,"AWS, CrowdStrike, Nessus, Wiz, runZero"
"23.20.0.43, 172.31.0.43, fde9:727a:f631:59aa:2aa3:dd88:3189:8ba9",AWS,5506b7da-3025-422b-8678-6ae5c2ba7ae7,1763100843,"RZCLOUD-SERVER-043, RZCLOUD-SERVER-043.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-043.COMPUTE.INTERNAL, RZCLOUD-SERVER-043.US-EAST-2.COMPUTE.AMAZONAWS.COM",CentOS Linux,,"AWS, CrowdStrike, Nessus, Wiz, runZero"
"23.20.2.31, 172.31.2.31, fde9:727a:6e97:940:81b3:6e87:970e:5fd",AWS,54cdb6d5-aee3-4643-9012-dd7f19df097b,1763100843,"RZCLOUD-SERVER-231, RZCLOUD-SERVER-231.LOCALDOMAIN, RZCLOUD-SERVER-231.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-231.COMPUTE.INTERNAL, RZCLOUD-SERVER-231.US-EAST-2.COMPUTE.AMAZONAWS.COM",Ubuntu Linux,,"AWS, CrowdStrike, Nessus, Wiz, runZero"
"23.20.3.3, 172.31.3.3, fde9:727a:fd77:23d3:7f3:b896:4add:800e",AWS,5103ead1-b3a7-477b-bdf8-47802d05d183,1763100780,"RZCLOUD-SERVER-33.RUNZERO.LOCAL, RZCLOUD-SERVER-33, RZCLOUD-SERVER-33.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-33.COMPUTE.INTERNAL",Microsoft Windows Server 2016 (RTM),10.0.14393,"AWS, runZero"
"23.20.3.38, 172.31.3.38, fde9:727a:1dc1:4942:6f18:163d:3fb1:31cf",AWS,51399e6f-942e-4d46-a544-5384ea93466b,1763100842,"RZCLOUD-SERVER-338, RZCLOUD-SERVER-338.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-338.COMPUTE.INTERNAL, RZCLOUD-SERVER-338.US-EAST-2.COMPUTE.AMAZONAWS.COM",CentOS Linux,,"AWS, CrowdStrike, Nessus, Wiz, runZero"
"23.20.4.24, 172.31.4.24, fde9:727a:4f2c:e01a:daef:f262:d69e:ba63",AWS,563dd299-e9ec-4a49-ac4a-8bd65bd814a1,1763100842,"RZCLOUD-SERVER-424, RZCLOUD-SERVER-424.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-424.COMPUTE.INTERNAL, RZCLOUD-SERVER-424.US-EAST-2.COMPUTE.AMAZONAWS.COM",CentOS Linux,,"AWS, CrowdStrike, Nessus, Wiz, runZero"
198.51.25.40,Dell,51edf66d-8513-411a-8993-e67c85d1dff8,1763100778,RZDMZ-SERVER-2540,Ubuntu Linux,16.04,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.26.15,SUSE,55f93bc1-a6e3-4f1e-8c68-16539545b9aa,1763100778,RZDMZ-SERVER-2615,CentOS Linux,,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.26.46,Microsoft,53422480-ae0d-4e9a-8f81-2d67c63d00ca,1763100779,"RZDMZ-SERVER-2646, RZDMZ-SERVER-2646.RUNZERO.LOCAL",Microsoft Windows Server 2016,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
198.51.27.5,Microsoft,54347e4c-4be1-42cd-9d36-5695fd7bf22f,1763100779,"RZDMZ-SERVER-275, RZDMZ-SERVER-275.CORP.RUNZERO.COM",Microsoft Windows Server 2019,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
198.51.27.36,SUSE,57a909c4-06dc-4cae-be40-62d16b0f87cd,1763100780,"RZDMZ-SERVER-2736, RZDMZ-SERVER-2736.LOCALDOMAIN",Ubuntu Linux,,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.27.37,,51220031-f034-4bbe-8835-3106141df06f,1763100780,RZDMZ-SERVER-2737,CentOS Linux,,runZero
198.51.28.44,Microsoft,501f500b-8bb7-4621-9fd7-ad422042a9ad,1763100781,"RZDMZ-SERVER-2844, RZDMZ-SERVER-2844.CORP.RUNZERO.COM",Microsoft Windows Server 2019,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
,HP,5df9df8f-b5e0-494f-9b1e-f8a7f48c9a20,1763090750,RZHQ-SERVER-329,,,AzureAD
,Dell,5f6ef8fb-f420-46eb-90e4-03d9f9358908,1763090750,RZHQ-SERVER-04,,,AzureAD
10.0.0.7,HP,5afdb376-4172-49e9-8cf7-bd8f0ad35a03,1763100778,RZHQ-SERVER-07,Raspberry Pi OS,9.0,"AzureAD, CrowdStrike, Nessus, runZero"
10.0.2.7,HP,58991f8d-ca69-49bc-aeb8-8351570b9a26,1763100780,RZHQ-SERVER-27,Raspberry Pi OS,9.0,"AzureAD, CrowdStrike, Nessus, runZero"
10.0.7.38,Proxmox,5ff29e5a-cb4b-4f64-8edb-ca35a71707ad,1763100787,RZHQ-SERVER-738.LOCALDOMAIN,Debian Linux,12,"Nessus, runZero"
10.0.8.22,VMware,5a52829a-231e-4b4e-b6f8-521115667bc1,1763100790,"RZHQ-SERVER-822.LOCALDOMAIN, RZHQ-SERVER-822",Ubuntu Linux,,runZero
10.0.10.10,Proxmox,5feec117-683e-49fc-ad63-96fa6fad7e21,1763100778,"RZBACNET-SERVER-1010.LOCALDOMAIN, RZBACNET-SERVER-1010",Debian Linux,12,"AzureAD, Nessus, runZero"
10.0.11.24,Proxmox,5aec810b-b7e6-443a-b397-7bc1b23f0ef2,1763100777,,,,"Nessus, runZero"
10.0.11.37,Microsoft,5e7dd482-8ab2-41a2-8b6f-521d40ecfe6f,1763100778,"RZDC-SERVER-1137, RZDC-SERVER-1137.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,"AzureAD, Nessus, runZero"
10.0.13.14,,5b383a07-c3ef-4a12-b84c-363afa703968,1763100781,RZDC-SERVER-1314,Raspberry Pi OS,9.0,runZero
10.0.16.17,Proxmox,5d159257-f20c-4ff6-b064-2abdf0f27ef5,1763100784,"RZDC-SERVER-1617.LOCALDOMAIN, RZDC-SERVER-1617",Debian Linux,12,runZero
10.0.16.26,Dell,5c75bb14-06b9-4021-ad98-9ad8b17e12ed,1763100784,RZDC-SERVER-1626,Ubuntu Linux,22.04,"AzureAD, CrowdStrike, Nessus, runZero"
10.0.16.43,IBM,590a3970-88ab-410f-babc-d790bd5a23f0,1763100785,RZDC-SERVER-1643,CentOS Linux,,"AzureAD, Nessus, runZero"
10.0.16.50,IBM,5ab7070c-e650-44cb-b4a0-e10738f9280e,1763100785,RZDC-SERVER-1650,Ubuntu Linux,16.04,"AzureAD, Nessus, runZero"
10.0.17.18,,5e3aa0e0-f9bf-42c0-b6de-c0bb960a189b,1763100786,RZDC-SERVER-1718,CentOS Linux,,runZero
10.0.18.29,IBM,5e5467a1-4ca1-465c-969c-24bbc5cc863f,1763100787,RZDC-SERVER-1829,Ubuntu Linux,22.04,"AzureAD, CrowdStrike, Nessus, runZero"
